survived,pclass,sex,age,sibsp,parch,fare,embarked,class,deck,embark_town,alive,alone
0,3,1,,0,2,7.75,Q,Third,,Queenstown,no,False
0,2,0,37.0,1,0,26.0,S,Second,,Southampton,no,False
0,3,0,36.0,1,1,24.15,S,Third,,Southampton,no,False
1,2,1,,0,0,33.0,S,Second,,Southampton,yes,True
0,3,0,49.0,0,0,0.0,S,Third,,Southampton,no,True
0,3,0,,0,0,7.225,C,Third,,Cherbourg,no,True
1,1,0,49.0,1,0,56.9292,C,First,A,Cherbourg,yes,False
1,2,1,24.0,2,1,27.0,S,Second,,Southampton,yes,False
0,3,0,,0,0,7.8958,S,Third,,Southampton,no,True
0,1,0,,0,0,42.4,S,First,,Southampton,no,True
0,3,0,44.0,0,0,8.05,S,Third,,Southampton,no,True
1,1,0,35.0,0,0,26.55,C,First,,Cherbourg,yes,True
0,3,0,36.0,1,0,15.55,S,Third,,Southampton,no,False
0,3,0,30.0,0,0,7.8958,S,Third,,Southampton,no,True
1,1,0,27.0,0,0,30.5,S,First,,Southampton,yes,True
1,2,1,22.0,1,2,41.5792,C,Second,,Cherbourg,yes,False
1,1,1,40.0,0,0,153.4625,S,First,C,Southampton,yes,True
0,3,1,39.0,1,5,31.275,S,Third,,Southampton,no,False
0,3,0,,0,0,7.05,S,Third,,Southampton,no,True
1,3,1,,1,0,15.5,Q,Third,,Queenstown,yes,False
0,3,0,,0,0,7.75,Q,Third,,Queenstown,no,True
0,3,0,35.0,0,0,8.05,S,Third,,Southampton,no,True
1,2,1,24.0,1,2,65.0,S,Second,,Southampton,yes,False
0,3,0,34.0,1,1,14.4,S,Third,,Southampton,no,False
0,3,1,26.0,1,0,16.1,S,Third,,Southampton,no,False
1,2,1,4.0,2,1,39.0,S,Second,F,Southampton,yes,False
0,2,0,26.0,0,0,10.5,S,Second,,Southampton,no,True
0,3,0,27.0,1,0,14.4542,C,Third,,Cherbourg,no,False
1,1,0,42.0,1,0,52.5542,S,First,D,Southampton,yes,False
1,3,0,20.0,1,1,15.7417,C,Third,,Cherbourg,yes,False
0,3,0,21.0,0,0,7.8542,S,Third,,Southampton,no,True
0,3,0,21.0,0,0,16.1,S,Third,,Southampton,no,True
0,1,0,61.0,0,0,32.3208,S,First,D,Southampton,no,True
0,2,0,57.0,0,0,12.35,Q,Second,,Queenstown,no,True
1,1,1,21.0,0,0,77.9583,S,First,D,Southampton,yes,True
0,3,0,26.0,0,0,7.8958,S,Third,,Southampton,no,True
0,3,0,,0,0,7.7333,Q,Third,,Queenstown,no,True
1,1,0,80.0,0,0,30.0,S,First,A,Southampton,yes,True
0,3,0,51.0,0,0,7.0542,S,Third,,Southampton,no,True
1,1,0,32.0,0,0,30.5,C,First,B,Cherbourg,yes,True
0,1,0,,0,0,0.0,S,First,,Southampton,no,True
0,3,1,9.0,3,2,27.9,S,Third,,Southampton,no,False
1,2,1,28.0,0,0,13.0,S,Second,,Southampton,yes,True
0,3,0,32.0,0,0,7.925,S,Third,,Southampton,no,True
0,2,0,31.0,1,1,26.25,S,Second,,Southampton,no,False
0,3,1,41.0,0,5,39.6875,S,Third,,Southampton,no,False
0,3,0,,1,0,16.1,S,Third,,Southampton,no,False
0,3,0,20.0,0,0,7.8542,S,Third,,Southampton,no,True
1,1,1,24.0,0,0,69.3,C,First,B,Cherbourg,yes,True
0,3,1,2.0,3,2,27.9,S,Third,,Southampton,no,False
1,3,0,,0,0,56.4958,S,Third,,Southampton,yes,True
1,3,1,0.75,2,1,19.2583,C,Third,,Cherbourg,yes,False
1,1,0,48.0,1,0,76.7292,C,First,D,Cherbourg,yes,False
0,3,0,19.0,0,0,7.8958,S,Third,,Southampton,no,True
1,1,0,56.0,0,0,35.5,C,First,A,Cherbourg,yes,True
0,3,0,,0,0,7.55,S,Third,,Southampton,no,True
1,3,1,23.0,0,0,7.55,S,Third,,Southampton,yes,True
0,3,0,,0,0,7.8958,S,Third,,Southampton,no,True
1,2,1,18.0,0,1,23.0,S,Second,,Southampton,yes,False
0,3,0,21.0,0,0,8.4333,S,Third,,Southampton,no,True
1,3,1,,0,0,7.8292,Q,Third,,Queenstown,yes,True
0,3,1,18.0,0,0,6.75,Q,Third,,Queenstown,no,True
0,2,0,24.0,2,0,73.5,S,Second,,Southampton,no,False
0,3,0,,0,0,7.8958,S,Third,,Southampton,no,True
0,3,1,32.0,1,1,15.5,Q,Third,,Queenstown,no,False
0,2,0,23.0,0,0,13.0,S,Second,,Southampton,no,True
0,1,0,58.0,0,2,113.275,C,First,D,Cherbourg,no,False
1,1,0,50.0,2,0,133.65,S,First,,Southampton,yes,False
0,3,0,40.0,0,0,7.225,C,Third,,Cherbourg,no,True
0,1,0,47.0,0,0,25.5875,S,First,E,Southampton,no,True
0,3,0,36.0,0,0,7.4958,S,Third,,Southampton,no,True
1,3,0,20.0,1,0,7.925,S,Third,,Southampton,yes,False
0,2,0,32.0,2,0,73.5,S,Second,,Southampton,no,False
0,2,0,25.0,0,0,13.0,S,Second,,Southampton,no,True
0,3,0,,0,0,7.775,S,Third,,Southampton,no,True
0,3,0,43.0,0,0,8.05,S,Third,,Southampton,no,True
1,1,1,,1,0,52.0,S,First,C,Southampton,yes,False
1,2,1,40.0,1,1,39.0,S,Second,,Southampton,yes,False
0,1,0,31.0,1,0,52.0,S,First,B,Southampton,no,False
0,2,0,70.0,0,0,10.5,S,Second,,Southampton,no,True
1,2,0,31.0,0,0,13.0,S,Second,,Southampton,yes,True
0,2,0,,0,0,0.0,S,Second,,Southampton,no,True
0,3,0,18.0,0,0,7.775,S,Third,,Southampton,no,True
0,3,0,24.5,0,0,8.05,S,Third,,Southampton,no,True
1,3,1,18.0,0,0,9.8417,S,Third,,Southampton,yes,True
0,3,1,43.0,1,6,46.9,S,Third,,Southampton,no,False
1,1,0,36.0,0,1,512.3292,C,First,B,Cherbourg,yes,False
0,3,1,,0,0,8.1375,Q,Third,,Queenstown,no,True
1,1,0,27.0,0,0,76.7292,C,First,D,Cherbourg,yes,True
0,3,0,20.0,0,0,9.225,S,Third,,Southampton,no,True
0,3,0,14.0,5,2,46.9,S,Third,,Southampton,no,False
0,2,0,60.0,1,1,39.0,S,Second,,Southampton,no,False
0,2,0,25.0,1,2,41.5792,C,Second,,Cherbourg,no,False
0,3,0,14.0,4,1,39.6875,S,Third,,Southampton,no,False
0,3,0,19.0,0,0,10.1708,S,Third,,Southampton,no,True
0,3,0,18.0,0,0,7.7958,S,Third,,Southampton,no,True
1,1,1,15.0,0,1,211.3375,S,First,B,Southampton,yes,False
1,1,0,31.0,1,0,57.0,S,First,B,Southampton,yes,False
1,3,1,4.0,0,1,13.4167,C,Third,,Cherbourg,yes,False
1,3,0,,0,0,56.4958,S,Third,,Southampton,yes,True
0,3,0,25.0,0,0,7.225,C,Third,,Cherbourg,no,True
0,1,0,60.0,0,0,26.55,S,First,,Southampton,no,True
0,2,0,52.0,0,0,13.5,S,Second,,Southampton,no,True
0,3,0,44.0,0,0,8.05,S,Third,,Southampton,no,True
1,3,1,,0,0,7.7333,Q,Third,,Queenstown,yes,True
0,1,0,49.0,1,1,110.8833,C,First,C,Cherbourg,no,False
0,3,0,42.0,0,0,7.65,S,Third,F,Southampton,no,True
1,1,1,18.0,1,0,227.525,C,First,C,Cherbourg,yes,False
1,1,0,35.0,0,0,26.2875,S,First,E,Southampton,yes,True
0,3,1,18.0,0,1,14.4542,C,Third,,Cherbourg,no,False
0,3,0,25.0,0,0,7.7417,Q,Third,,Queenstown,no,True
0,3,0,26.0,1,0,7.8542,S,Third,,Southampton,no,False
0,2,0,39.0,0,0,26.0,S,Second,,Southampton,no,True
1,2,1,45.0,0,0,13.5,S,Second,,Southampton,yes,True
1,1,0,42.0,0,0,26.2875,S,First,E,Southampton,yes,True
1,1,1,22.0,0,0,151.55,S,First,,Southampton,yes,True
1,3,0,,1,1,15.2458,C,Third,,Cherbourg,yes,False
1,1,1,24.0,0,0,49.5042,C,First,C,Cherbourg,yes,True
0,1,0,,0,0,26.55,S,First,C,Southampton,no,True
1,1,0,48.0,1,0,52.0,S,First,C,Southampton,yes,False
0,3,0,29.0,0,0,9.4833,S,Third,,Southampton,no,True
0,2,0,52.0,0,0,13.0,S,Second,,Southampton,no,True
0,3,0,19.0,0,0,7.65,S,Third,F,Southampton,no,True
1,1,1,38.0,0,0,227.525,C,First,C,Cherbourg,yes,True
1,2,1,27.0,0,0,10.5,S,Second,E,Southampton,yes,True
0,3,0,,0,0,15.5,Q,Third,,Queenstown,no,True
0,3,0,33.0,0,0,7.775,S,Third,,Southampton,no,True
1,2,1,6.0,0,1,33.0,S,Second,,Southampton,yes,False
0,3,0,17.0,1,0,7.0542,S,Third,,Southampton,no,False
0,2,0,34.0,0,0,13.0,S,Second,,Southampton,no,True
0,2,0,50.0,0,0,13.0,S,Second,,Southampton,no,True
1,1,0,27.0,1,0,53.1,S,First,E,Southampton,yes,False
0,3,0,20.0,0,0,8.6625,S,Third,,Southampton,no,True
1,2,1,30.0,3,0,21.0,S,Second,,Southampton,yes,False
1,3,1,,0,0,7.7375,Q,Third,,Queenstown,yes,True
0,2,0,25.0,1,0,26.0,S,Second,,Southampton,no,False
0,3,1,25.0,1,0,7.925,S,Third,,Southampton,no,False
1,1,1,29.0,0,0,211.3375,S,First,B,Southampton,yes,True
0,3,0,11.0,0,0,18.7875,C,Third,,Cherbourg,no,True
0,2,0,,0,0,0.0,S,Second,,Southampton,no,True
0,2,0,23.0,0,0,13.0,S,Second,,Southampton,no,True
0,2,0,23.0,0,0,13.0,S,Second,,Southampton,no,True
0,3,0,28.5,0,0,16.1,S,Third,,Southampton,no,True
0,3,1,48.0,1,3,34.375,S,Third,,Southampton,no,False
1,1,0,35.0,0,0,512.3292,C,First,B,Cherbourg,yes,True
0,3,0,,0,0,7.8958,S,Third,,Southampton,no,True
0,3,0,,0,0,7.8958,S,Third,,Southampton,no,True
1,1,0,,0,0,30.0,S,First,D,Southampton,yes,True
0,1,0,36.0,1,0,78.85,S,First,C,Southampton,no,False
1,1,1,21.0,2,2,262.375,C,First,B,Cherbourg,yes,False
0,3,0,24.0,1,0,16.1,S,Third,,Southampton,no,False
1,3,0,31.0,0,0,7.925,S,Third,,Southampton,yes,True
0,1,0,70.0,1,1,71.0,S,First,B,Southampton,no,False
0,3,0,16.0,1,1,20.25,S,Third,,Southampton,no,False
1,2,1,30.0,0,0,13.0,S,Second,,Southampton,yes,True
0,1,0,19.0,1,0,53.1,S,First,D,Southampton,no,False
0,3,0,31.0,0,0,7.75,Q,Third,,Queenstown,no,True
1,2,1,4.0,1,1,23.0,S,Second,,Southampton,yes,False
1,3,0,6.0,0,1,12.475,S,Third,E,Southampton,yes,False
0,3,0,33.0,0,0,9.5,S,Third,,Southampton,no,True
0,3,0,23.0,0,0,7.8958,S,Third,,Southampton,no,True
1,2,1,48.0,1,2,65.0,S,Second,,Southampton,yes,False
1,2,0,0.67,1,1,14.5,S,Second,,Southampton,yes,False
0,3,0,28.0,0,0,7.7958,S,Third,,Southampton,no,True
0,2,0,18.0,0,0,11.5,S,Second,,Southampton,no,True
0,3,0,34.0,0,0,8.05,S,Third,,Southampton,no,True
1,1,1,33.0,0,0,86.5,S,First,B,Southampton,yes,True
0,3,0,,0,0,14.5,S,Third,,Southampton,no,True
0,3,0,41.0,0,0,7.125,S,Third,,Southampton,no,True
1,3,0,20.0,0,0,7.2292,C,Third,,Cherbourg,yes,True
1,1,1,36.0,1,2,120.0,S,First,B,Southampton,yes,False
0,3,0,16.0,0,0,7.775,S,Third,,Southampton,no,True
1,1,1,51.0,1,0,77.9583,S,First,D,Southampton,yes,False
0,1,0,,0,0,39.6,C,First,,Cherbourg,no,True
0,3,1,30.5,0,0,7.75,Q,Third,,Queenstown,no,True
0,3,0,,1,0,24.15,Q,Third,,Queenstown,no,False
0,3,0,32.0,0,0,8.3625,S,Third,,Southampton,no,True
0,3,0,24.0,0,0,9.5,S,Third,,Southampton,no,True
0,3,0,48.0,0,0,7.8542,S,Third,,Southampton,no,True
0,2,1,57.0,0,0,10.5,S,Second,E,Southampton,no,True
0,3,0,,0,0,7.225,C,Third,,Cherbourg,no,True
1,2,1,54.0,1,3,23.0,S,Second,,Southampton,yes,False
0,3,0,18.0,0,0,7.75,S,Third,,Southampton,no,True
0,3,0,,0,0,7.75,Q,Third,F,Queenstown,no,True
1,3,1,5.0,0,0,12.475,S,Third,,Southampton,yes,True
0,3,0,,0,0,7.7375,Q,Third,,Queenstown,no,True
1,1,1,43.0,0,1,211.3375,S,First,B,Southampton,yes,False
1,3,1,13.0,0,0,7.2292,C,Third,,Cherbourg,yes,True
1,1,1,17.0,1,0,57.0,S,First,B,Southampton,yes,False
0,1,0,29.0,0,0,30.0,S,First,D,Southampton,no,True
0,3,0,,1,2,23.45,S,Third,,Southampton,no,False
0,3,0,25.0,0,0,7.05,S,Third,,Southampton,no,True
0,3,0,25.0,0,0,7.25,S,Third,,Southampton,no,True
1,3,1,18.0,0,0,7.4958,S,Third,,Southampton,yes,True
0,3,0,8.0,4,1,29.125,Q,Third,,Queenstown,no,False
1,3,0,1.0,1,2,20.575,S,Third,,Southampton,yes,False
0,1,0,46.0,0,0,79.2,C,First,B,Cherbourg,no,True
0,3,0,,0,0,7.75,Q,Third,,Queenstown,no,True
0,2,0,16.0,0,0,26.0,S,Second,,Southampton,no,True
0,3,1,,8,2,69.55,S,Third,,Southampton,no,False
0,1,0,,0,0,30.6958,C,First,,Cherbourg,no,True
0,3,0,25.0,0,0,7.8958,S,Third,,Southampton,no,True
0,2,0,39.0,0,0,13.0,S,Second,,Southampton,no,True
1,1,1,49.0,0,0,25.9292,S,First,D,Southampton,yes,True
1,3,1,31.0,0,0,8.6833,S,Third,,Southampton,yes,True
0,3,0,30.0,0,0,7.2292,C,Third,,Cherbourg,no,True
0,3,1,30.0,1,1,24.15,S,Third,,Southampton,no,False
0,2,0,34.0,0,0,13.0,S,Second,,Southampton,no,True
1,2,1,31.0,1,1,26.25,S,Second,,Southampton,yes,False
1,1,0,11.0,1,2,120.0,S,First,B,Southampton,yes,False
1,3,0,0.42,0,1,8.5167,C,Third,,Cherbourg,yes,False
1,3,0,27.0,0,0,6.975,S,Third,,Southampton,yes,True
0,3,0,31.0,0,0,7.775,S,Third,,Southampton,no,True
0,1,0,39.0,0,0,0.0,S,First,A,Southampton,no,True
0,3,1,18.0,0,0,7.775,S,Third,,Southampton,no,True
0,2,0,39.0,0,0,13.0,S,Second,,Southampton,no,True
1,1,1,33.0,1,0,53.1,S,First,E,Southampton,yes,False
0,3,0,26.0,0,0,7.8875,S,Third,,Southampton,no,True
0,3,0,39.0,0,0,24.15,S,Third,,Southampton,no,True
0,2,0,35.0,0,0,10.5,S,Second,,Southampton,no,True
0,3,1,6.0,4,2,31.275,S,Third,,Southampton,no,False
0,3,0,30.5,0,0,8.05,S,Third,,Southampton,no,True
0,1,0,,0,0,0.0,S,First,B,Southampton,no,True
0,3,1,23.0,0,0,7.925,S,Third,,Southampton,no,True
0,2,0,31.0,1,1,37.0042,C,Second,,Cherbourg,no,False
0,3,0,43.0,0,0,6.45,S,Third,,Southampton,no,True
0,3,0,10.0,3,2,27.9,S,Third,,Southampton,no,False
1,1,1,52.0,1,1,93.5,S,First,B,Southampton,yes,False
1,3,0,27.0,0,0,8.6625,S,Third,,Southampton,yes,True
0,1,0,38.0,0,0,0.0,S,First,,Southampton,no,True
1,3,1,27.0,0,1,12.475,S,Third,E,Southampton,yes,False
0,3,0,2.0,4,1,39.6875,S,Third,,Southampton,no,False
0,3,0,,0,0,6.95,Q,Third,,Queenstown,no,True
0,3,0,,0,0,56.4958,S,Third,,Southampton,no,True
1,2,0,1.0,0,2,37.0042,C,Second,,Cherbourg,yes,False
1,3,0,,0,0,7.75,Q,Third,,Queenstown,yes,True
1,1,1,62.0,0,0,80.0,,First,B,,yes,True
1,3,1,15.0,1,0,14.4542,C,Third,,Cherbourg,yes,False
1,2,0,0.83,1,1,18.75,S,Second,,Southampton,yes,False
0,3,0,,0,0,7.2292,C,Third,,Cherbourg,no,True
0,3,0,23.0,0,0,7.8542,S,Third,,Southampton,no,True
0,3,0,18.0,0,0,8.3,S,Third,,Southampton,no,True
1,1,1,39.0,1,1,83.1583,C,First,E,Cherbourg,yes,False
0,3,0,21.0,0,0,8.6625,S,Third,,Southampton,no,True
0,3,0,,0,0,8.05,S,Third,,Southampton,no,True
1,3,0,32.0,0,0,56.4958,S,Third,,Southampton,yes,True
1,1,0,,0,0,29.7,C,First,C,Cherbourg,yes,True
0,3,0,20.0,0,0,7.925,S,Third,,Southampton,no,True
0,2,0,16.0,0,0,10.5,S,Second,,Southampton,no,True
1,1,1,30.0,0,0,31.0,C,First,,Cherbourg,yes,True
0,3,0,34.5,0,0,6.4375,C,Third,,Cherbourg,no,True
0,3,0,17.0,0,0,8.6625,S,Third,,Southampton,no,True
0,3,0,42.0,0,0,7.55,S,Third,,Southampton,no,True
0,3,0,,8,2,69.55,S,Third,,Southampton,no,False
0,3,0,35.0,0,0,7.8958,C,Third,,Cherbourg,no,True
0,2,0,28.0,0,1,33.0,S,Second,,Southampton,no,False
1,1,1,,1,0,89.1042,C,First,C,Cherbourg,yes,False
0,3,0,4.0,4,2,31.275,S,Third,,Southampton,no,False
0,3,0,74.0,0,0,7.775,S,Third,,Southampton,no,True
0,3,1,9.0,1,1,15.2458,C,Third,,Cherbourg,no,False
1,1,1,16.0,0,1,39.4,S,First,D,Southampton,yes,False
0,2,1,44.0,1,0,26.0,S,Second,,Southampton,no,False
1,3,1,18.0,0,1,9.35,S,Third,,Southampton,yes,False
1,1,1,45.0,1,1,164.8667,S,First,,Southampton,yes,False
1,1,0,51.0,0,0,26.55,S,First,E,Southampton,yes,True
1,3,1,24.0,0,3,19.2583,C,Third,,Cherbourg,yes,False
0,3,0,,0,0,7.2292,C,Third,,Cherbourg,no,True
0,3,0,41.0,2,0,14.1083,S,Third,,Southampton,no,False
0,2,0,21.0,1,0,11.5,S,Second,,Southampton,no,False
1,1,1,48.0,0,0,25.9292,S,First,D,Southampton,yes,True
0,3,1,,8,2,69.55,S,Third,,Southampton,no,False
0,2,0,24.0,0,0,13.0,S,Second,,Southampton,no,True
1,2,1,42.0,0,0,13.0,S,Second,,Southampton,yes,True
1,2,1,27.0,1,0,13.8583,C,Second,,Cherbourg,yes,False
0,1,0,31.0,0,0,50.4958,S,First,A,Southampton,no,True
0,3,0,,0,0,9.5,S,Third,,Southampton,no,True
1,3,0,4.0,1,1,11.1333,S,Third,,Southampton,yes,False
0,3,0,26.0,0,0,7.8958,S,Third,,Southampton,no,True
1,1,1,47.0,1,1,52.5542,S,First,D,Southampton,yes,False
0,1,0,33.0,0,0,5.0,S,First,B,Southampton,no,True
0,3,0,47.0,0,0,9.0,S,Third,,Southampton,no,True
1,2,1,28.0,1,0,24.0,C,Second,,Cherbourg,yes,False
1,3,1,15.0,0,0,7.225,C,Third,,Cherbourg,yes,True
0,3,0,20.0,0,0,9.8458,S,Third,,Southampton,no,True
0,3,0,19.0,0,0,7.8958,S,Third,,Southampton,no,True
0,3,0,,0,0,7.8958,S,Third,,Southampton,no,True
1,1,1,56.0,0,1,83.1583,C,First,C,Cherbourg,yes,False
1,2,1,25.0,0,1,26.0,S,Second,,Southampton,yes,False
0,3,0,33.0,0,0,7.8958,S,Third,,Southampton,no,True
0,3,1,22.0,0,0,10.5167,S,Third,,Southampton,no,True
0,2,0,28.0,0,0,10.5,S,Second,,Southampton,no,True
0,3,0,25.0,0,0,7.05,S,Third,,Southampton,no,True
0,3,1,39.0,0,5,29.125,Q,Third,,Queenstown,no,False
0,2,0,27.0,0,0,13.0,S,Second,,Southampton,no,True
1,1,1,19.0,0,0,30.0,S,First,B,Southampton,yes,True
0,3,1,,1,2,23.45,S,Third,,Southampton,no,False
1,1,0,26.0,0,0,30.0,C,First,C,Cherbourg,yes,True
0,3,0,32.0,0,0,7.75,Q,Third,,Queenstown,no,True
